buyer_id,supplier_id,year,spending_usd,type
Gov-32,Co-001,2016,0.002140008849115,Government
Gov-32,Co-012,2016,0.0009097134720764,Government
Gov-32,Co-014,2016,0.0073925760611511,Government
Gov-09,Co-075,2016,0.0321047959583383,Government
Gov-31,Co-028,2016,0.0053400244217861,Government
Gov-34,Co-068,2016,0.1029547298390645,Social
Gov-35,Co-007,2016,0.0318210537716585,Education
Gov-35,Co-035,2016,0.4851797885917637,Education
Gov-33,Co-052,2016,0.0940467592514859,Government
Gov-30,Co-077,2016,0.1805359692723891,Government
Gov-30,Co-045,2016,0.0154055933565951,Government
Gov-30,Co-061,2016,0.1877060403697513,Government
Gov-30,Co-055,2016,0.0211303306185099,Government
Gov-35,Co-039,2016,0.2205466274188611,Education
Gov-30,Co-041,2016,0.0849986779835457,Government
Gov-30,Co-035,2016,0.0118703758899624,Government
Gov-30,Co-034,2016,0.0234786423398418,Government
Gov-06,Co-041,2016,0.5362619365170098,Education
Gov-52,Co-035,2016,0.0156533738911621,Education
Gov-30,Co-018,2016,0.0973738461416401,Government
Gov-30,Co-001,2016,0.0667794925449527,Government
Gov-30,Co-072,2016,0.1056740060567358,Government
Gov-35,Co-041,2016,0.2009746240002539,Education
Gov-35,Co-044,2016,0.2127257327135508,Education
Gov-35,Co-048,2016,0.1080486907977876,Education
Gov-01,Co-029,2016,0.012230750084275,Government
Gov-52,Co-010,2016,0.0080061896755035,Education
Gov-49,Co-065,2016,0.0012413854437224,Education
Gov-47,Co-077,2016,0.0079948213672546,Social
Gov-46,Co-025,2016,0.0043441662910344,Social
Gov-45,Co-049,2016,0.0237874064694116,Government
Gov-44,Co-090,2016,0.128972908626245,Security
Gov-44,Co-055,2016,0.0133769983159742,Security
Gov-03,Co-025,2016,0.0037234735691731,Education
Gov-44,Co-027,2016,0.0214031973055588,Security
Gov-43,Co-090,2016,0.0782072829545121,Security
Gov-43,Co-070,2016,0.0123602356824141,Security
Gov-43,Co-055,2016,0.0702598798358079,Security
Gov-43,Co-032,2016,0.0037455541776734,Security
Gov-43,Co-027,2016,0.0371546663306118,Security
Gov-42,Co-040,2016,0.0957728869831843,Health
Gov-03,Co-052,2016,0.0200642587639173,Education
Gov-42,Co-029,2016,0.0346361521036667,Health
Gov-42,Co-025,2016,0.2117552079422099,Health
Gov-03,Co-063,2016,0.0168761952717016,Education
Gov-40,Co-074,2016,0.1519713408051403,Government
Gov-40,Co-062,2016,0.0300911831558313,Government
Gov-40,Co-053,2016,0.0535079932638971,Government
Gov-40,Co-045,2016,0.1676517956267732,Government
Gov-03,Co-080,2016,0.0343675933451555,Education
Gov-39,Co-033,2016,3.789674276456613,Government
Gov-39,Co-025,2016,0.0905354817961194,Government
Gov-38,Co-001,2016,0.0376687930681686,Government
Gov-37,Co-083,2016,0.0050431283651223,Government
Gov-29,Co-049,2016,0.0059586501298675,Government
Gov-28,Co-035,2016,0.006742007151251,Government
Gov-53,Co-025,2016,0.0058320020606112,Education
Gov-25,Co-009,2016,0.0023019898515632,Education
Gov-11,Co-080,2016,0.0078797208580246,Security
Gov-09,Co-050,2016,0.0214031973055588,Government
Gov-09,Co-059,2016,0.0321047959583383,Government
Gov-09,Co-058,2016,0.0214031973055588,Government
Gov-13,Co-032,2016,0.0517956903924184,Social
Gov-17,Co-035,2016,0.0304573918617294,Social
Gov-14,Co-018,2016,0.0012413854437224,Education
Gov-09,Co-047,2016,0.0321047959583383,Government
Gov-22,Co-071,2016,0.0007758659023265,Education
Gov-24,Co-076,2016,0.010434009994186,Education
Gov-22,Co-066,2016,0.0010701598652779,Education
Gov-15,Co-060,2016,0.0855191502340236,Health
Gov-20,Co-080,2016,0.0066423715222341,Social
Gov-09,Co-057,2016,0.0214031973055588,Government
Gov-14,Co-025,2016,0.020363190264645,Education
Gov-19,Co-041,2016,0.0248277088744482,Social
Gov-20,Co-017,2016,0.0021034152676017,Social
Gov-15,Co-049,2016,0.0068330135461942,Health
Gov-14,Co-041,2016,0.0041663998954933,Education
Gov-09,Co-031,2016,0.0518278422754108,Government
Gov-09,Co-041,2016,0.0041010409518813,Government
Gov-15,Co-035,2016,0.1940942350119037,Health
Gov-09,Co-056,2016,0.0321047959583383,Government
Gov-25,Co-013,2016,0.0050709610828984,Education
Gov-09,Co-076,2016,0.0321047959583383,Government
Gov-26,Co-003,2016,0.0041753368005282,Education
Gov-09,Co-029,2016,0.0236856342662236,Government
Gov-26,Co-036,2016,0.0024933665402709,Education
Gov-11,Co-025,2016,0.0219850432243104,Security
Gov-08,Co-073,2016,0.2918590207188485,Security
Gov-09,Co-060,2016,0.0668849915798714,Government
Gov-11,Co-035,2016,0.0439699259246412,Security
Gov-11,Co-052,2016,0.007920039130949,Security
Gov-09,Co-025,2016,0.0061267438854663,Government
Gov-17,Co-041,2016,0.0453530540425196,Social
Gov-11,Co-062,2016,0.007920039130949,Security
Gov-17,Co-038,2016,0.0080013172376369,Social
Gov-26,Co-042,2016,0.0011905533852016,Education
Gov-37,Co-031,2017,0.0193122540471174,Government
Gov-37,Co-016,2017,0.0620531621318758,Government
Gov-17,Co-040,2017,0.0294394600162705,Social
Gov-37,Co-060,2017,0.0056762958843871,Government
Gov-37,Co-080,2017,0.079564793482192,Government
Gov-39,Co-081,2017,0.0848653957518701,Government
Gov-37,Co-083,2017,0.0063447112104031,Government
Gov-37,Co-054,2017,0.0076414411726815,Government
Gov-27,Co-049,2017,0.0080467857377806,Social
Gov-42,Co-080,2017,0.0260201893997974,Health
Gov-40,Co-080,2017,0.0306656135259481,Government
Gov-52,Co-032,2017,0.0132178268896385,Education
Gov-09,Co-083,2017,0.0020210982390071,Government
Gov-10,Co-035,2017,0.0048299114089193,Government
Gov-50,Co-087,2017,0.0001839966251016,Education
Gov-09,Co-060,2017,0.0130563201508739,Government
Gov-49,Co-064,2017,0.0028889585044702,Education
Gov-03,Co-007,2017,0.0055886595607934,Education
Gov-45,Co-049,2017,0.0066238785036608,Government
Gov-14,Co-069,2017,0.0031510035370748,Education
Gov-44,Co-081,2017,0.0413780810359937,Security
Gov-43,Co-090,2017,0.3172355605201565,Security
Gov-14,Co-007,2017,0.0153693433112051,Education
Gov-43,Co-016,2017,0.1053083006006225,Security
Gov-36,Co-079,2017,0.1337615857629561,Government
Gov-42,Co-079,2017,0.1551634392523896,Health
Gov-14,Co-018,2017,0.0154024674622568,Education
Gov-42,Co-025,2017,1.41103719466967,Health
Gov-14,Co-025,2017,0.0006971018803019,Education
Gov-44,Co-027,2017,0.041991434843222,Security
Gov-36,Co-078,2017,0.0314591925561895,Government
Gov-35,Co-084,2017,0.0104814904133345,Education
Gov-31,Co-049,2017,0.0050801494626873,Government
Gov-05,Co-080,2017,0.0201261641757066,Social
Gov-32,Co-080,2017,0.0013983743507728,Government
Gov-32,Co-001,2017,0.0051934623038236,Government
Gov-22,Co-071,2017,0.0007881188775189,Education
Gov-36,Co-061,2017,0.0832320360330791,Government
Gov-23,Co-075,2017,0.0046025650731985,Education
Gov-06,Co-007,2017,0.0236843178769457,Education
Gov-04,Co-060,2017,0.0204996752097593,Education
Gov-30,Co-061,2017,0.0845961494720417,Government
Gov-25,Co-024,2017,0.0067953332208773,Education
Gov-30,Co-032,2017,0.1054079892318862,Government
Gov-25,Co-071,2017,0.0048800081911848,Education
Gov-25,Co-078,2017,0.0023992668198141,Education
Gov-29,Co-082,2017,0.0066238785036608,Government
Gov-29,Co-080,2017,0.1961382874546655,Government
Gov-28,Co-025,2017,3.592163996956572,Government
Gov-06,Co-025,2017,0.1385968542230408,Education
Gov-35,Co-007,2017,0.2198777165506367,Education
Gov-31,Co-080,2017,0.012160696486606,Government
Gov-35,Co-075,2017,0.0841776264130327,Education
Gov-35,Co-047,2017,0.5311695679993916,Education
Gov-35,Co-080,2017,0.0500532152484966,Education
Gov-35,Co-049,2017,0.318213768002991,Education
Gov-35,Co-039,2017,0.0311655741256982,Education
Gov-35,Co-035,2017,0.4188593064966284,Education
Gov-35,Co-076,2017,0.2698793038265625,Education
Gov-35,Co-027,2017,0.1094160437614254,Education
Gov-35,Co-025,2017,0.159138844955492,Education
Gov-35,Co-018,2017,0.0454930714431767,Education
Gov-35,Co-083,2017,0.0442895003468747,Education
Gov-35,Co-085,2017,0.1837852822425463,Education
Gov-35,Co-086,2017,0.3055793616305419,Education
Gov-35,Co-041,2017,0.0610630757634777,Education
Gov-03,Co-007,2018,0.1016719410577975,Education
Gov-06,Co-071,2018,0.1324025398309605,Education
Gov-45,Co-082,2018,0.0046817993135977,Government
Gov-40,Co-080,2018,0.0301595269382882,Government
Gov-25,Co-071,2018,0.0058028395128411,Education
Gov-49,Co-064,2018,0.0020818400947798,Education
Gov-29,Co-082,2018,0.0105482613579111,Government
Gov-52,Co-008,2018,0.0011691493285901,Education
Gov-25,Co-067,2018,0.0085797572205151,Education
Gov-25,Co-078,2018,0.0064206830430586,Education
Gov-25,Co-015,2018,0.0016742681363342,Education
Gov-06,Co-033,2018,0.4249475878641033,Education
Gov-35,Co-007,2018,0.008804222447206,Education
Gov-11,Co-079,2018,0.0062170757525096,Security
Gov-30,Co-071,2018,0.1065474898733895,Government
Gov-16,Co-007,2018,0.0024137276461215,Government
Gov-39,Co-080,2018,0.260099942098945,Government
Gov-23,Co-043,2018,0.0087284012275223,Education
Gov-03,Co-043,2018,0.1506059217721485,Education
Gov-22,Co-071,2018,0.0007754100063165,Education
Gov-09,Co-029,2018,0.0829679910177982,Government
Gov-05,Co-074,2018,1.5375776993345365,Social
Gov-40,Co-071,2018,0.5201999237330842,Government
Gov-03,Co-080,2018,0.0789952715384417,Education
Gov-34,Co-080,2018,0.3565926780396699,Social
Gov-25,Co-024,2018,0.0033735969039943,Education
Gov-35,Co-088,2018,0.1946852792330396,Education
